     Node_label    Um  U1   U2   U3
          150736     1.30475E-03     153.713E-18    -80.3665E-18    -1.30475E-03
          150737     1.01621E-03     153.713E-18    -80.3665E-18    -1.01621E-03
          150738     823.589E-06     153.713E-18    -80.3665E-18    -823.589E-06
          150739     594.025E-06     153.713E-18    -80.3665E-18    -594.025E-06
          150740     447.749E-06     153.713E-18    -80.3665E-18    -447.749E-06
          150741     268.415E-06     153.713E-18    -80.3665E-18    -268.415E-06
          150742     157.974E-06     153.713E-18    -80.3665E-18    -157.974E-06
          150743     1.23200E-03     1.22216E-03    -80.3665E-18     155.424E-06
          150744     1.12572E-03     1.11746E-03    -80.3665E-18     136.167E-06
          150745     1.02395E-03     1.01630E-03    -80.3665E-18     124.984E-06
          150746     929.152E-06     922.472E-06    -80.3665E-18     111.217E-06
          150747     839.589E-06     832.941E-06    -80.3665E-18     105.447E-06
          150748     756.018E-06     749.631E-06    -80.3665E-18     98.0642E-06
          150749     677.836E-06     670.840E-06    -80.3665E-18     97.1337E-06
          150750     605.465E-06     598.426E-06    -80.3665E-18     92.0552E-06
          150751     538.251E-06     530.156E-06    -80.3665E-18     92.9996E-06
          150752     476.205E-06     467.551E-06    -80.3665E-18     90.3730E-06
          150753     1.72426E-03     1.72108E-03     5.69279E-15    -104.697E-06
          150754     1.56009E-03     1.55889E-03     7.46915E-15    -61.1487E-06
          150755     1.41924E-03     1.41897E-03     2.14008E-15    -27.6681E-06
          150756     1.27457E-03     1.27453E-03    -80.3665E-18     9.65630E-06
          150757     1.15113E-03     1.15052E-03    -80.3665E-18     37.4413E-06
          150758     1.02472E-03     1.02245E-03    -80.3665E-18     68.1964E-06
          150759     623.406E-06     605.913E-06    -80.3665E-18     146.644E-06
          150760     715.952E-06     704.346E-06    -80.3665E-18     128.392E-06
          150761     808.362E-06     800.322E-06    -80.3665E-18     113.723E-06
          150762     917.461E-06     913.101E-06    -80.3665E-18     89.3409E-06
          150763     91.2215E-06    -734.466E-18    -80.3665E-18     91.2215E-06
          150764     72.0445E-06    -734.466E-18    -80.3665E-18     72.0445E-06
          150765     58.8583E-06    -734.466E-18    -80.3665E-18     58.8583E-06
          150766     41.8030E-06    -734.466E-18    -80.3665E-18     41.8030E-06
          150767     31.1021E-06    -734.466E-18    -80.3665E-18     31.1021E-06
          150768     17.6110E-06    -734.466E-18    -80.3665E-18     17.6110E-06
          150769     9.11009E-06    -734.466E-18    -80.3665E-18     9.11009E-06
          150770     3.74062E-06    -734.466E-18    -80.3665E-18    -3.74062E-06
          150771     10.9432E-06    -734.466E-18    -80.3665E-18    -10.9432E-06
          150772     21.6000E-06    -734.466E-18    -80.3665E-18    -21.6000E-06
          150773     171.935E-06     171.790E-06    -80.3665E-18    -7.08164E-06
          150774     288.420E-06     286.483E-06    -80.3665E-18     33.3672E-06
          150775     367.485E-06     361.712E-06    -80.3665E-18     64.8857E-06
          150776     51.0458E-06    -734.466E-18    -80.3665E-18    -51.0458E-06
          150777     69.8431E-06    -734.466E-18    -80.3665E-18    -69.8431E-06
          150778     67.3680E-06    -734.466E-18    -80.3665E-18    -67.3680E-06
          150779     56.3855E-06    -734.466E-18    -80.3665E-18    -56.3855E-06
          150780     44.4205E-06    -734.466E-18    -80.3665E-18    -44.4205E-06
          150781     35.8514E-06    -734.466E-18    -80.3665E-18    -35.8514E-06
          150782     141.046E-06    -141.046E-06    -80.3665E-18    -471.845E-18
          150783     127.333E-06    -127.333E-06    -80.3665E-18    -471.845E-18
          150784     87.3059E-06    -87.3059E-06    -80.3665E-18    -471.845E-18
          150785     876.662E-18    -734.466E-18    -80.3665E-18    -471.845E-18
          150786     26.8578E-06    -734.466E-18    -80.3665E-18    -26.8578E-06
          150787     416.116E-06     410.280E-06    -80.3665E-18     69.4492E-06
          150788     468.002E-06     462.710E-06    -80.3665E-18     70.1763E-06
          150789     524.086E-06     518.492E-06    -80.3665E-18     76.3730E-06
          150790     583.942E-06     578.572E-06    -80.3665E-18     79.0086E-06
          150791     647.763E-06     641.692E-06    -80.3665E-18     88.4759E-06
          150792     715.192E-06     708.831E-06    -80.3665E-18     95.1791E-06
          150793     786.765E-06     779.410E-06    -80.3665E-18     107.324E-06
          150794     862.618E-06     854.795E-06    -80.3665E-18     115.905E-06
          150795     942.645E-06     933.386E-06    -80.3665E-18     131.797E-06
          150796     1.02700E-03     1.01668E-03    -80.3665E-18     145.239E-06
          150797     324.523E-06     322.549E-06    -80.3665E-18     35.7384E-06
          150798     363.349E-06     360.713E-06    -80.3665E-18     43.6847E-06
          150799     404.152E-06     401.251E-06    -80.3665E-18     48.3371E-06
          150800     447.684E-06     443.788E-06    -80.3665E-18     58.9296E-06
          150801     493.374E-06     489.009E-06    -80.3665E-18     65.4835E-06
          150802     542.078E-06     536.498E-06    -80.3665E-18     77.5805E-06
          150803     592.959E-06     586.473E-06    -80.3665E-18     87.4646E-06
          150804     646.681E-06     638.195E-06    -80.3665E-18     104.424E-06
          150805     702.355E-06     692.338E-06    -80.3665E-18     118.196E-06
          150806     760.855E-06     748.090E-06    -80.3665E-18     138.786E-06
          150807     191.704E-06     191.691E-06    -80.3665E-18     2.21204E-06
          150808     212.787E-06     212.644E-06    -80.3665E-18     7.79661E-06
          150809     235.311E-06     234.572E-06    -80.3665E-18     18.6379E-06
          150810     258.896E-06     257.615E-06    -80.3665E-18     25.7170E-06
          150811     284.215E-06     281.507E-06    -80.3665E-18     39.1392E-06
          150812     310.373E-06     306.380E-06    -80.3665E-18     49.6310E-06
          150813     338.450E-06     332.135E-06    -80.3665E-18     65.0779E-06
          150814     367.059E-06     359.017E-06    -80.3665E-18     76.4136E-06
          150815     397.981E-06     386.727E-06    -80.3665E-18     93.9721E-06
          150816     429.303E-06     415.506E-06    -80.3665E-18     107.966E-06
          150817     130.321E-06    -119.564E-06    -80.3665E-18     51.8458E-06
          150818     85.4102E-06    -52.9513E-06    -80.3665E-18     67.0154E-06
          150819     84.4763E-06     52.2109E-06    -80.3665E-18     66.4099E-06
          150820     173.050E-06     160.704E-06    -80.3665E-18     64.1926E-06
          150821     258.492E-06     250.546E-06    -80.3665E-18     63.5993E-06
          150822     323.232E-06     316.494E-06    -80.3665E-18     65.6572E-06
          150823     105.706E-06    -104.713E-06    -80.3665E-18     14.4526E-06
          150824     45.3958E-06    -42.5623E-06    -80.3665E-18     15.7870E-06
          150825     49.0772E-06     46.5865E-06    -80.3665E-18     15.4358E-06
          150826     134.760E-06     133.512E-06    -80.3665E-18     18.2914E-06
          150827     204.335E-06     202.991E-06    -80.3665E-18     23.3934E-06
          150828     254.276E-06     252.808E-06    -80.3665E-18     27.2856E-06
          150829     74.7763E-06    -69.7417E-06    -80.3665E-18    -26.9740E-06
          150830     46.3964E-06    -25.5424E-06    -80.3665E-18    -38.7326E-06
          150831     49.2017E-06     31.6814E-06    -80.3665E-18    -37.6443E-06
          150832     89.2137E-06     84.2113E-06    -80.3665E-18    -29.4540E-06
          150833     126.212E-06     124.600E-06    -80.3665E-18    -20.1034E-06
          150834     153.321E-06     152.926E-06    -80.3665E-18    -10.9863E-06
          150835     1.55473E-03     1.54852E-03    -10.7385E-15     138.775E-06
          150836     1.69046E-03     1.68456E-03     363.723E-18     141.210E-06
          150837     1.82944E-03     1.82313E-03     23.0123E-15     151.769E-06
          150838     1.97570E-03     1.96943E-03    -4.96535E-15     157.292E-06
          150839     2.12516E-03     2.11807E-03     5.24870E-15     173.344E-06
          150840     2.28240E-03     2.27498E-03    -24.9494E-15     183.872E-06
          150841     2.44272E-03     2.43400E-03    -4.96535E-15     206.236E-06
          150842     2.61062E-03     2.60105E-03     3.91644E-15     223.267E-06
          150843     2.78128E-03     2.76962E-03    -14.2912E-15     254.429E-06
          150844     2.95925E-03     2.94591E-03     12.3541E-15     280.645E-06
          150845     3.13961E-03     3.12296E-03    -28.9462E-15     322.918E-06
          150846     3.32701E-03     3.30735E-03    -22.7289E-15     361.143E-06
          150847     3.51653E-03     3.49164E-03    -664.438E-15     417.668E-06
          150848     3.71225E-03     3.68218E-03    -143.521E-15     471.564E-06
          150849     3.91099E-03     3.87283E-03     1.12835E-12     545.017E-06
          150850     4.11357E-03     4.06702E-03    -31.6107E-15     617.106E-06
          150851     4.32021E-03     4.26146E-03     151.798E-15     710.096E-06
          150852     4.52838E-03     4.45665E-03     1.22339E-12     802.819E-06
          150853     4.74079E-03     4.65089E-03     1.16077E-12     918.850E-06
          150854     4.95323E-03     4.84412E-03    -1.10320E-12     1.03395E-03
          150855     5.17028E-03     5.03537E-03    -1.05124E-12     1.17342E-03
          150856     5.38504E-03     5.22260E-03     990.239E-15     1.31267E-03
          150857     5.60290E-03     5.40497E-03    -1.02193E-12     1.47608E-03
          150858     5.81749E-03     5.58216E-03     1.03820E-12     1.63791E-03
          150859     6.03473E-03     5.75298E-03    -1.00594E-12     1.82242E-03
          150860     6.24698E-03     5.91666E-03     972.919E-15     2.00446E-03
          150861     6.46269E-03     6.07360E-03    -936.664E-15     2.20855E-03
          150862     6.67058E-03     6.22069E-03     902.753E-15     2.40825E-03
          150863     6.88102E-03     6.35952E-03    -868.275E-15     2.62773E-03
          150864     7.08282E-03     6.48809E-03     631.415E-15     2.84095E-03
          150865     7.28945E-03     6.61043E-03    -617.364E-15     3.07218E-03
          150866     7.48535E-03     6.72114E-03    -873.160E-15     3.29495E-03
          150867     7.68639E-03     6.82667E-03    -590.275E-15     3.53229E-03
          150868     7.87684E-03     6.92201E-03    -1.48289E-12     3.75903E-03
          150869     8.07264E-03     7.01329E-03    -1.31947E-12     3.99765E-03
          150870     1.69577E-03     1.69473E-03    -2.74490E-15     59.5295E-06
          150871     1.84355E-03     1.84275E-03    -10.2944E-15     54.0693E-06
          150872     2.00269E-03     2.00224E-03     3.47235E-15     42.1179E-06
          150873     2.16447E-03     2.16412E-03    -7.18579E-15     38.7059E-06
          150874     2.33798E-03     2.33780E-03     1.25190E-15     28.5338E-06
          150875     2.51359E-03     2.51342E-03    -3.18899E-15     29.4274E-06
          150876     2.70162E-03     2.70151E-03     2.14008E-15     24.3211E-06
          150877     2.89153E-03     2.89135E-03    -12.0708E-15     32.6272E-06
          150878     3.09408E-03     3.09387E-03     807.812E-18     35.5176E-06
          150879     3.29806E-03     3.29761E-03    -48.4861E-15     54.5156E-06
          150880     3.51478E-03     3.51409E-03    -42.2688E-15     69.3976E-06
          150881     3.73235E-03     3.73092E-03    -33.8311E-15     103.339E-06
          150882     3.96220E-03     3.95991E-03     1.25190E-15     134.751E-06
          150883     4.19326E-03     4.18904E-03    -4.07717E-15     188.101E-06
          150884     4.43431E-03     4.42776E-03    -34.2752E-15     241.031E-06
          150885     4.67819E-03     4.66735E-03    -735.492E-15     318.207E-06
          150886     4.92856E-03     4.91252E-03    -638.237E-15     397.290E-06
          150887     5.18291E-03     5.15842E-03    -571.179E-15     503.270E-06
          150888     5.44080E-03     5.40622E-03    -1.47712E-12     612.490E-06
          150889     5.70228E-03     5.65254E-03    -1.48467E-12     751.554E-06
          150890     5.96434E-03     5.89697E-03    -1.35500E-12     893.915E-06
          150891     6.22971E-03     6.13785E-03     1.24337E-12     1.06588E-03
          150892     6.49367E-03     6.37368E-03    -1.14494E-12     1.24256E-03
          150893     6.75862E-03     6.60115E-03    -760.805E-15     1.45047E-03
          150894     7.02014E-03     6.82051E-03    -994.840E-15     1.66225E-03
          150895     7.28369E-03     7.03068E-03    -654.224E-15     1.90307E-03
          150896     7.53912E-03     7.22766E-03    -890.479E-15     2.14459E-03
          150897     7.79751E-03     7.41509E-03     852.571E-15     2.41198E-03
          150898     8.04673E-03     7.58831E-03    -810.543E-15     2.67718E-03
          150899     8.29813E-03     7.74990E-03    -556.080E-15     2.96616E-03
          150900     8.53545E-03     7.89244E-03     748.654E-15     3.25013E-03
          150901     8.77746E-03     8.02618E-03     729.558E-15     3.55306E-03
          150902     9.00566E-03     8.14296E-03    -508.562E-15     3.84632E-03
          150903     9.24144E-03     8.25529E-03     427.578E-15     4.15383E-03
          150904     9.46415E-03     8.35237E-03     411.590E-15     4.45063E-03
          150905     1.78482E-03     1.78474E-03     30.5618E-15    -16.5817E-06
          150906     1.95020E-03     1.94971E-03    -24.5053E-15    -43.7181E-06
          150907     2.11636E-03     2.11541E-03    -23.1730E-15    -63.5329E-06
          150908     2.29908E-03     2.29727E-03     20.3477E-15    -91.2007E-06
          150909     2.48209E-03     2.47969E-03    -1.41263E-15    -109.182E-06
          150910     2.68285E-03     2.67947E-03    -80.3665E-18    -134.705E-06
          150911     2.88324E-03     2.87944E-03     363.723E-18    -148.110E-06
          150912     3.10228E-03     3.09772E-03     3.47235E-15    -168.242E-06
          150913     3.32044E-03     3.31592E-03     25.2327E-15    -173.183E-06
          150914     3.55792E-03     3.55318E-03     35.0027E-15    -183.499E-06
          150915     3.79370E-03     3.78966E-03     53.2103E-15    -175.123E-06
          150916     4.04898E-03     4.04540E-03    -136.416E-15    -170.220E-06
          150917     4.30241E-03     4.30004E-03     1.69599E-15    -142.664E-06
          150918     4.57388E-03     4.57239E-03     22.5682E-15    -116.675E-06
          150919     4.84489E-03     4.84447E-03    -44.0452E-15    -63.8572E-06
          150920     5.12982E-03     5.12981E-03     96.2870E-15    -9.78593E-06
          150921     5.41671E-03     5.41619E-03     4.36053E-15     74.6207E-06
          150922     5.71255E-03     5.71021E-03    -51.5947E-15     163.635E-06
          150923     6.01153E-03     6.00473E-03    -480.141E-15     286.022E-06
          150924     6.31554E-03     6.30189E-03    -1.07300E-12     415.045E-06
          150925     6.62118E-03     6.59564E-03    -833.192E-15     581.020E-06
          150926     6.92864E-03     6.88726E-03     233.066E-15     756.095E-06
          150927     7.23696E-03     7.17205E-03     686.482E-15     967.085E-06
          150928     7.54473E-03     7.45071E-03     434.239E-15     1.18736E-03
          150929     7.85276E-03     7.71846E-03    -233.671E-15     1.44608E-03
          150930     8.15250E-03     7.97073E-03     908.082E-15     1.71195E-03
          150931     8.45390E-03     8.21080E-03     857.012E-15     2.01278E-03
          150932     8.74301E-03     8.43011E-03     809.938E-15     2.31807E-03
          150933     9.03533E-03     8.63656E-03    -1.62722E-12     2.65465E-03
          150934     9.31626E-03     8.82350E-03    -1.39319E-12     2.98975E-03
          150935     9.60345E-03     8.99978E-03     615.871E-15     3.35117E-03
          150936     9.87055E-03     9.14763E-03     1.02221E-12     3.70792E-03
          150937     10.1447E-03     9.28494E-03     1.13279E-12     4.08717E-03
          150938     10.4018E-03     9.39815E-03     1.09593E-12     4.45779E-03
          150939     1.85002E-03     1.84779E-03     60.3158E-15    -90.8027E-06
          150940     2.01465E-03     2.01095E-03    -46.2656E-15    -122.053E-06
          150941     2.20090E-03     2.19488E-03     35.4468E-15    -162.618E-06
          150942     2.38431E-03     2.37633E-03    -32.4989E-15    -194.937E-06
          150943     2.59115E-03     2.58034E-03    -27.6139E-15    -236.380E-06
          150944     2.79417E-03     2.78137E-03     17.2391E-15    -267.075E-06
          150945     3.02220E-03     3.00665E-03    -66.6937E-15    -306.180E-06
          150946     3.24578E-03     3.22880E-03    -56.0356E-15    -331.499E-06
          150947     3.49557E-03     3.47657E-03     807.812E-18    -363.996E-06
          150948     3.73991E-03     3.72066E-03     807.812E-18    -378.924E-06
          150949     4.01137E-03     3.99147E-03    -1.41263E-15    -399.158E-06
          150950     4.27684E-03     4.25833E-03    -18.2880E-15    -397.514E-06
          150951     4.56913E-03     4.55164E-03     279.696E-15    -399.382E-06
          150952     4.85589E-03     4.84152E-03     140.252E-15    -373.315E-06
          150953     5.16628E-03     5.15448E-03    -389.103E-15    -348.992E-06
          150954     5.47384E-03     5.46609E-03     314.335E-15    -291.065E-06
          150955     5.79878E-03     5.79419E-03     3.02826E-15    -230.837E-06
          150956     6.12405E-03     6.12260E-03    -524.456E-18    -133.577E-06
          150957     6.46112E-03     6.46106E-03    -40.9366E-15    -28.9344E-06
          150958     6.79778E-03     6.79678E-03    -731.939E-15     116.461E-06
          150959     7.14256E-03     7.13737E-03    -17.8439E-15     272.148E-06
          150960     7.48623E-03     7.47133E-03    -169.722E-15     472.026E-06
          150961     7.83136E-03     7.80128E-03    -907.355E-15     685.714E-06
          150962     8.17783E-03     8.12307E-03    -711.955E-15     944.784E-06
          150963     8.51823E-03     8.43129E-03    -213.687E-15     1.21393E-03
          150964     8.85938E-03     8.72668E-03    -504.122E-15     1.52767E-03
          150965     9.18807E-03     8.99959E-03     448.450E-15     1.85149E-03
          150966     9.52198E-03     9.26021E-03     280.140E-15     2.21733E-03
          150967     9.84036E-03     9.49392E-03    -1.50421E-12     2.58810E-03
          150968     10.1613E-03     9.71012E-03    -1.38120E-12     2.99425E-03
          150969     10.4625E-03     9.89483E-03     1.21273E-12     3.39958E-03
          150970     10.7801E-03     10.0735E-03     1.12258E-12     3.83872E-03
          150971     11.0772E-03     10.2185E-03     1.04309E-12     4.27639E-03
          150972     11.3959E-03     10.3615E-03    -930.003E-15     4.74413E-03
          150973     11.6943E-03     10.4720E-03     754.871E-15     5.20502E-03
          150974     12.7540E-03     11.8383E-03    -895.808E-15     4.74542E-03
          150975     12.3568E-03     11.6463E-03     279.252E-15     4.12950E-03
          150976     11.9450E-03     11.4132E-03    -328.262E-15     3.52440E-03
          150977     11.5718E-03     11.1797E-03    -451.719E-15     2.98671E-03
          150978     11.1793E-03     10.9052E-03     514.619E-15     2.46032E-03
          150979     10.7975E-03     10.6112E-03     146.469E-15     1.99714E-03
          150980     10.3995E-03     10.2840E-03     168.674E-15     1.54583E-03
          150981     10.0102E-03     9.94310E-03     209.086E-15     1.15706E-03
          150982     9.60551E-03     9.57363E-03     94.0665E-15     781.999E-06
          150983     9.20428E-03     9.19228E-03    -146.186E-15     469.901E-06
          150984     8.79475E-03     8.79304E-03    -1.27417E-12     173.417E-06
          150985     8.38484E-03     8.38463E-03    -378.888E-15    -59.1755E-06
          150986     7.97694E-03     7.97206E-03    -103.997E-15    -279.194E-06
          150987     7.56938E-03     7.55682E-03    -242.109E-15    -435.828E-06
          150988     7.17328E-03     7.14956E-03    -354.464E-15    -582.874E-06
          150989     6.77409E-03     6.74051E-03    -82.2369E-15    -673.697E-06
          150990     6.39712E-03     6.35177E-03    -73.7992E-15    -760.374E-06
          150991     6.01173E-03     5.95891E-03    -199.032E-15    -795.181E-06
          150992     5.65973E-03     5.59785E-03    -189.262E-15    -834.613E-06
          150993     5.29430E-03     5.22925E-03    -347.358E-15    -827.394E-06
          150994     4.96954E-03     4.89987E-03    -316.716E-15    -829.205E-06
          150995     4.62955E-03     4.56058E-03    -297.620E-15    -796.100E-06
          150996     4.33059E-03     4.26158E-03    -289.182E-15    -770.016E-06
          150997     4.01815E-03     3.95334E-03    -309.611E-15    -718.730E-06
          150998     3.74633E-03     3.68486E-03     284.137E-15    -675.873E-06
          150999     3.46174E-03     3.40682E-03     274.367E-15    -614.177E-06
          151000     3.21616E-03     3.16660E-03    -254.543E-15    -562.394E-06
          151001     2.95906E-03     2.91714E-03    -15.6235E-15    -496.313E-06
          151002     2.73857E-03     2.70277E-03     73.1944E-15    -441.388E-06
          151003     2.50774E-03     2.47941E-03    -119.984E-15    -375.884E-06
          151004     2.31130E-03     2.28877E-03     698.916E-15    -321.895E-06
          151005     2.10553E-03     2.08940E-03    -11.6267E-15    -260.106E-06
          151006     1.93117E-03     1.91973E-03    -147.518E-15    -209.858E-06
          151007     14.4139E-03     13.0843E-03    -139.968E-15     6.04660E-03
          151008     13.9034E-03     12.8850E-03     485.309E-15     5.22306E-03
          151009     13.3754E-03     12.6266E-03     701.137E-15     4.41252E-03
          151010     12.9031E-03     12.3625E-03    -825.198E-15     3.69569E-03
          151011     12.4226E-03     12.0530E-03    -1.43804E-12     3.00782E-03
          151012     11.9862E-03     11.7405E-03    -158.176E-15     2.41462E-03
          151013     11.5462E-03     11.3974E-03    -85.7896E-15     1.84806E-03
          151014     11.1223E-03     11.0382E-03    -140.857E-15     1.36529E-03
          151015     10.6800E-03     10.6417E-03    -283.409E-15     903.119E-06
          151016     10.2451E-03     10.2320E-03    -537.872E-15     517.493E-06
          151017     9.79879E-03     9.79761E-03    -272.307E-15     151.776E-06
          151018     9.35241E-03     9.35140E-03    -92.8950E-15    -137.278E-06
          151019     8.90435E-03     8.89490E-03    -68.4701E-15    -410.081E-06
          151020     8.45465E-03     8.43271E-03    -159.064E-15    -608.595E-06
          151021     8.01424E-03     7.97475E-03    -48.4861E-15    -794.688E-06
          151022     7.57247E-03     7.51754E-03     42.5522E-15    -910.462E-06
          151023     7.15014E-03     7.07693E-03     40.3318E-15    -1.02054E-03
          151024     6.72252E-03     6.63729E-03    -278.524E-15    -1.06708E-03
          151025     6.32676E-03     6.22720E-03    -262.537E-15    -1.11799E-03
          151026     5.91788E-03     5.81294E-03    -243.441E-15    -1.10952E-03
          151027     5.55371E-03     5.44079E-03    -304.726E-15    -1.11424E-03
          151028     5.17203E-03     5.05940E-03     260.600E-15    -1.07347E-03
          151029     4.83743E-03     4.72392E-03     249.942E-15    -1.04177E-03
          151030     4.48769E-03     4.37952E-03    -235.004E-15    -979.400E-06
          151031     4.18326E-03     4.07940E-03    -228.342E-15    -926.369E-06
          151032     3.86469E-03     3.76990E-03    -232.339E-15    -850.711E-06
          151033     3.59055E-03     3.50347E-03     220.632E-15    -785.954E-06
          151034     3.30328E-03     3.22724E-03     212.638E-15    -704.703E-06
          151035     3.05787E-03     2.99108E-03     199.316E-15    -635.587E-06
          151036     2.80070E-03     2.74528E-03    -77.3519E-15    -554.380E-06
          151037     2.58269E-03     2.53656E-03    -32.0548E-15    -485.979E-06
          151038     2.35366E-03     2.31784E-03     10.1337E-15    -409.050E-06
          151039     2.16103E-03     2.13333E-03    -5.85353E-15    -344.893E-06
          151040     1.95895E-03     1.93958E-03     2.14008E-15    -274.819E-06
          151041     1.78984E-03     1.77660E-03    -36.0516E-15    -217.264E-06
          151042     15.9845E-03     14.3803E-03     589.226E-15     6.97939E-03
          151043     15.2954E-03     14.1071E-03     147.801E-15     5.91083E-03
          151044     14.6729E-03     13.8187E-03    -797.665E-15     4.93339E-03
          151045     14.0505E-03     13.4744E-03    -351.799E-15     3.98202E-03
          151046     13.4985E-03     13.1245E-03    -961.533E-15     3.15554E-03
          151047     12.9490E-03     12.7281E-03     587.450E-15     2.38184E-03
          151048     12.4381E-03     12.3165E-03    -187.042E-15     1.73465E-03
          151049     11.9285E-03     11.8745E-03    -180.381E-15     1.13356E-03
          151050     11.4463E-03     11.4284E-03    -447.278E-15     639.759E-06
          151051     10.9545E-03     10.9530E-03    -122.205E-15     177.362E-06
          151052     10.4649E-03     10.4632E-03    -204.361E-15    -189.678E-06
          151053     9.97155E-03     9.95732E-03     51.4340E-15    -532.382E-06
          151054     9.47609E-03     9.44346E-03    -36.0516E-15    -785.639E-06
          151055     8.98731E-03     8.92901E-03    -477.920E-15    -1.02203E-03
          151056     8.49551E-03     8.41385E-03    -316.716E-15    -1.17506E-03
          151057     8.02224E-03     7.91327E-03    -227.898E-15    -1.31780E-03
          151058     7.54417E-03     7.41637E-03    -211.911E-15    -1.38270E-03
          151059     7.09688E-03     6.94726E-03    -206.138E-15    -1.44959E-03
          151060     6.63950E-03     6.48045E-03     211.306E-15    -1.44457E-03
          151061     6.22846E-03     6.05567E-03    -202.141E-15    -1.45694E-03
          151062     5.79910E-03     5.62591E-03    -195.480E-15    -1.40667E-03
          151063     5.42088E-03     5.24499E-03     219.744E-15    -1.36970E-03
          151064     5.02714E-03     4.85764E-03    -209.690E-15    -1.29442E-03
          151065     4.68398E-03     4.51956E-03    -204.361E-15    -1.23014E-03
          151066     4.32655E-03     4.17409E-03    -197.700E-15    -1.13846E-03
          151067     4.01798E-03     3.87591E-03     193.987E-15    -1.05900E-03
          151068     3.69607E-03     3.56920E-03    -188.374E-15    -960.094E-06
          151069     3.42089E-03     3.30719E-03    -177.716E-15    -874.600E-06
          151070     3.13319E-03     3.03577E-03    -171.055E-15    -775.221E-06
          151071     2.88909E-03     2.80546E-03    -168.834E-15    -690.111E-06
          151072     2.63388E-03     2.56571E-03     807.812E-18    -595.369E-06
          151073     2.41931E-03     2.36389E-03     1.25190E-15    -514.873E-06
          151074     2.19429E-03     2.15212E-03     807.812E-18    -428.108E-06
          151075     2.00624E-03     1.97457E-03     6.58097E-15    -355.044E-06
          151076     1.80935E-03     1.78786E-03    -23.1730E-15    -278.027E-06
          151077     17.8541E-03     15.8812E-03     1.34595E-12     8.15823E-03
          151078     17.0679E-03     15.6053E-03    -2.42125E-12     6.91305E-03
          151079     16.2538E-03     15.2363E-03    -194.147E-15     5.66027E-03
          151080     15.5069E-03     14.8342E-03    -245.662E-15     4.51768E-03
          151081     14.7619E-03     14.3608E-03    -114.655E-15     3.41781E-03
          151082     14.0970E-03     13.8776E-03    -119.540E-15     2.47792E-03
          151083     13.4629E-03     13.3647E-03    -265.202E-15     1.62302E-03
          151084     12.8813E-03     12.8476E-03    -44.0452E-15     932.125E-06
          151085     12.3085E-03     12.3046E-03    -86.2337E-15     310.514E-06
          151086     11.7600E-03     11.7587E-03    -366.898E-15    -176.362E-06
          151087     11.2110E-03     11.1938E-03    -265.646E-15    -621.520E-06
          151088     10.6617E-03     10.6188E-03    -227.010E-15    -954.688E-06
          151089     10.1173E-03     10.0386E-03    -201.697E-15    -1.25949E-03
          151090     9.56836E-03     9.45587E-03    -204.361E-15    -1.46288E-03
          151091     9.03707E-03     8.88522E-03    -193.259E-15    -1.64965E-03
          151092     8.50030E-03     8.31943E-03    -178.160E-15    -1.74417E-03
          151093     7.99561E-03     7.78224E-03    -173.719E-15    -1.83480E-03
          151094     7.48022E-03     7.25038E-03    -164.393E-15    -1.84005E-03
          151095     7.01265E-03     6.76129E-03    -160.841E-15    -1.86069E-03
          151096     6.52505E-03     6.27175E-03     172.226E-15    -1.80038E-03
          151097     6.09707E-03     5.83693E-03    -167.058E-15    -1.76197E-03
          151098     5.65320E-03     5.39981E-03    -165.726E-15    -1.67352E-03
          151099     5.26371E-03     5.01554E-03     183.773E-15    -1.59719E-03
          151100     4.86017E-03     4.62709E-03     1.96946E-12    -1.48704E-03
          151101     4.50978E-03     4.29014E-03    -173.275E-15    -1.39026E-03
          151102     4.14739E-03     3.94798E-03    -172.387E-15    -1.27058E-03
          151103     3.83619E-03     3.65477E-03     158.015E-15    -1.16578E-03
          151104     3.51332E-03     3.35421E-03    -153.735E-15    -1.04530E-03
          151105     3.23856E-03     3.09897E-03    -150.183E-15    -940.570E-06
          151106     2.95296E-03     2.83535E-03    -147.074E-15    -825.091E-06
          151107     2.71150E-03     2.61263E-03    -524.456E-18    -725.508E-06
          151108     2.46008E-03     2.38090E-03     20.7918E-15    -619.124E-06
          151109     2.24983E-03     2.18697E-03    -21.3966E-15    -528.110E-06
          151110     2.03055E-03     1.98380E-03    -19.1762E-15    -433.181E-06
          151111     1.84837E-03     1.81439E-03    -16.0676E-15    -352.823E-06
          151112     19.1381E-03     17.3364E-03    -294.956E-15     8.10650E-03
          151113     18.2106E-03     16.9453E-03    -163.061E-15     6.66958E-03
          151114     17.2665E-03     16.4545E-03    -338.032E-15     5.23251E-03
          151115     16.3988E-03     15.9210E-03    -92.8950E-15     3.92950E-03
          151116     15.5357E-03     15.3013E-03    -308.278E-15     2.68902E-03
          151117     14.7429E-03     14.6510E-03    -581.393E-15     1.64401E-03
          151118     13.9974E-03     13.9789E-03    -536.984E-15     719.385E-06
          151119     13.3221E-03     13.3221E-03    -235.448E-15     2.46703E-06
          151120     12.6742E-03     12.6591E-03    -215.908E-15    -616.613E-06
          151121     12.0516E-03     12.0035E-03    -210.135E-15    -1.07508E-03
          151122     11.4398E-03     11.3434E-03    -181.713E-15    -1.48199E-03
          151123     10.8259E-03     10.6814E-03    -174.607E-15    -1.76254E-03
